mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	590									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	591									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	592									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	593									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	594									
9	8	29	29	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	595									
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	596									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	597									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	598									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	599									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	600									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	601									
9	8	29	29	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	602									
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	603									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	604									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	605									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	606									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	607									
9	8	29	29	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	608									
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	609									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	610									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	611									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	612									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	613									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	614									
9	8	29	29	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	615									11
9	8	30	30	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	616									11
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	617									11
9	8	31	31	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	618									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	619									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	620									
9	8	29	29	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	621	-meldt,								12
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	622									12
9	8	30	30	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	623									12
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	624									12
9	8	31	31	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	625									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	626	im								
9	8	29	29	0.5	0	0	Chord	4/4	10	2	1/8	1/8	1	627									
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	10	2	1/8	1/8	1	628									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	10	2	1/8	1/8	1	629									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	630									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	631									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	632									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	633									
9	8	29	29	1.0	0	0	Chord	4/4	11	1	1/4	1/4	1	634									13
9	8	30	30	0.5	1/4	1/4	Chord	4/4	11	1	1/8	1/8	1	635									13
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	11	1	1/8	1/8	1	636									13
9	8	31	31	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	637									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	11	1	1/8	1/8	1	638									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	11	1	1/8	1/8	1	639									
9	8	29	29	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	640									14
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	641									14
9	8	30	30	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	642									14
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	643									14
9	8	31	31	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	644									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	11	2	1/8	1/8	1	645									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	646									
9	8	29	29	1.0	0	0	Chord	4/4	12	1	1/4	1/4	1	647									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	648									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	649									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	650									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	651									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	652									
9	8	29	29	1.0	0	0	Chord	4/4	13	1	1/4	1/4	1	653									
9	8	30	30	0.5	1/4	1/4	Chord	4/4	13	1	1/8	1/8	1	654									
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	13	1	1/8	1/8	1	655									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	13	1	1/4	1/4	1	656									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	13	1	1/8	1/8	1	657									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	13	1	1/8	1/8	1	658									
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	659									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	660									
10	9	35	35	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
10	9	35	35	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	661									
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	662									
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	663									
10	9	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0	
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	664									
10	9	33	33	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	665									
10	9	67/2	67/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	666									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	667									
10	9	35	35	0.25	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	668									
10	9	141/4	141/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	669									
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	670									
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	671									
10	9	36	36	0.25	3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	672									
10	9	145/4	145/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	673									
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	674									
10	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	675									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	676									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	677									
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	678									
10	9	73/2	73/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	679									
10	9	147/4	147/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	680									
10	9	33	33	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	681									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	682									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	683									15
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	684									15
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	685									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	686									
10	9	33	33	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	687									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	688									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	689									16
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	690									16
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	691									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	692									
10	9	33	33	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	693									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	694									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	695									17
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	5	1	1/16	1/16	1	696									17
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	697									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	698									
10	9	33	33	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	699									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	700									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	701									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	702									
10	9	35	35	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	703									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	704									
10	9	33	33	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	705									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	706									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	707									18
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	7	1	1/16	1/16	1	708									18
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	7	1	1/16	1/16	1	709									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	710									
10	9	33	33	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	711									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	712									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	713									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	714									
10	9	35	35	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	715									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	716									
10	9	33	33	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	717									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	718									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	719									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	720									
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	721									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	722									
10	9	33	33	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	723	Him-								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	724	-mel								
10	9	35	35	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	725	stets								19
10	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	10	1	1/16	1/16	1	726									19
10	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	10	1	1/16	1/16	1	727									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	728	ver-								
10	9	33	33	0.5	0	0	Chord	4/4	10	2	1/8	1/8	1	729									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	10	2	1/8	1/8	1	730									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	10	2	1/8	1/8	1	731									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	732									
10	9	35	35	1.0	1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	733									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	10	2	1/4	1/4	1	734									
10	9	33	33	0.5	0	0	Chord	4/4	11	1	1/8	1/8	1	735									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	11	1	1/8	1/8	1	736									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	737									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	11	1	1/8	1/8	1	738									
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	11	1	1/8	1/8	1	739									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	740									
10	9	33	33	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	741									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	742									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	743									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	744									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	11	2	1/8	1/8	1	745									
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	11	2	1/8	1/8	1	746									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	11	2	1/4	1/4	1	747									
10	9	33	33	0.5	0	0	Chord	4/4	12	1	1/8	1/8	1	748									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	12	1	1/8	1/8	1	749									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	750									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	751									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	12	1	1/8	1/8	1	752									
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	12	1	1/8	1/8	1	753									
10	9	36	36	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	754									
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	755									
10	9	33	33	0.5	0	0	Chord	4/4	13	1	1/8	1/8	1	756									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	13	1	1/8	1/8	1	757									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	13	1	1/8	1/8	1	758									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	13	1	1/8	1/8	1	759									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	13	1	1/8	1/8	1	760									
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	13	1	1/8	1/8	1	761									
10	9	36	36	0.5	3/4	3/4	Chord	4/4	13	1	1/8	1/8	1	762									
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	13	1	1/8	1/8	1	763									
11	10	37	37	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	764									
11	10	37	37	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	765									
11	10	37	37	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	766									
11	10	37	37	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	767									
11	10	37	37	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	768									
11	10	37	37	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	769									
11	10	37	37	3.0	0	0	Chord	4/4	6	2	3/4	1/2	3/2	770									
11	10	37	37	3.0	0	0	Chord	4/4	7	1	3/4	1/2	3/2	771									
11	10	37	37	3.0	0	0	Chord	4/4	8	2	3/4	1/2	3/2	772									
11	10	37	37	3.0	0	0	Chord	4/4	9	1	3/4	1/2	3/2	773									
11	10	37	37	3.0	0	0	Chord	4/4	10	1	3/4	1/2	3/2	774	-meldt.								
11	10	37	37	3.0	0	0	Chord	4/4	10	2	3/4	1/2	3/2	775									
11	10	37	37	3.0	0	0	Chord	4/4	11	1	3/4	1/2	3/2	776									
11	10	37	37	3.0	0	0	Chord	4/4	11	2	3/4	1/2	3/2	777									
11	10	37	37	3.0	0	0	Chord	4/4	12	1	3/4	1/2	3/2	778									
11	10	37	37	3.0	0	0	Chord	4/4	13	1	3/4	1/2	3/2	779									
